town,county,lat,lon
tea green,hertfordshire,51.89,-0.35
tealby,lincolnshire,53.39,-0.27
teams,gateshead,54.95,-1.64
team valley,gateshead,54.93,-1.62
tean,staffordshire,52.93,-1.97
teanford,staffordshire,52.95,-2.0
teas,durham,54.64,-2.28
teasley mead,east sussex,51.13,0.14
tebay,cumbria,54.43,-2.6
tebworth,bedfordshire,51.92,-0.56
tedburn st mary,devon,50.73,-3.68
teddington,gloucestershire,51.99,-2.05
teddington hands,gloucestershire,52.00,-2.05
tedsmore,shropshire,52.81,-2.93
tedstone delamere,hereford and worcester,52.21,-2.45
tedstone wafer,hereford and worcester,52.22,-2.48
tees,north yorkshire,54.48,-1.46
tees,stockton-on-tees,54.53,-1.34
tees,durham,54.54,-1.94
tees,cumbria,54.69,-2.36
teeton,northamptonshire,52.32,-0.98
teffont evias,wiltshire,51.07,-2.02
teffont magna,wiltshire,51.08,-2.02
teigh,rutland,52.73,-0.72
teign,devon,50.69,-3.73
teigngrace,devon,50.54,-3.63
teignmouth,devon,50.54,-3.49
teign village,devon,50.61,-3.65
teise,kent,51.19,0.42
teith,stirling,56.21,-4.19
telford,shropshire,52.67,-2.45
telham,east sussex,50.89,0.5
tellisford,somerset,51.29,-2.28
telscombe,east sussex,50.80,-0.01
telscombe cliffs,east sussex,50.79,-0.01
teme,shropshire,52.34,-3.03
teme,hereford and worcester,52.30,-2.61
temple,wiltshire,51.19,-2.25
temple,cornwall,50.52,-4.62
temple,berkshire,51.54,-0.78
temple balsall,solihull,52.37,-1.7
temple bar,west sussex,50.85,-0.73
templeborough,sheffield,53.41,-1.39
templecombe,somerset,50.99,-2.42
temple cowley,oxfordshire,51.73,-1.21
temple end,essex,52.05,0.65
temple end,suffolk,52.12,0.42
temple ewell,kent,51.15,1.25
temple fields,essex,51.78,0.11
temple grafton,warwickshire,52.18,-1.82
temple guiting,gloucestershire,51.95,-1.87
temple herdewyke,warwickshire,52.16,-1.46
temple hill,kent,51.45,0.22
temple hirst,north yorkshire,53.71,-1.09
templeman's ash,dorset,50.79,-2.85
temple mills,hackney,51.54,-0.02
temple normanton,derbyshire,53.19,-1.38
temple sowerby,cumbria,54.63,-2.6
templeton,devon,50.91,-3.59
templeton,berkshire,51.39,-1.49
templeton bridge,devon,50.91,-3.6
templetown,durham,54.83,-1.84
tempsford,bedfordshire,52.16,-0.3
ten acres,birmingham,52.42,-1.92
tenbury wells,hereford and worcester,52.29,-2.6
tencreek,cornwall,50.34,-4.48
tendring,essex,51.87,1.1
tendring green,essex,51.88,1.1
tendring heath,essex,51.89,1.09
ten mile bank,norfolk,52.53,0.35
tenterden,kent,51.06,0.68
ter,essex,51.88,0.47
terfyn,conwy,53.27,-3.63
terhill,somerset,51.08,-3.18
terling,essex,51.80,0.56
tern,shropshire,52.78,-2.53
tern,staffordshire,52.94,-2.38
ternhill,shropshire,52.88,-2.55
terras,cornwall,50.34,-4.91
terrible down,east sussex,50.91,0.11
terrick,buckinghamshire,51.76,-0.79
terriers,buckinghamshire,51.63,-0.74
terrington,north yorkshire,54.12,-0.97
terrington st clement,norfolk,52.74,0.28
terrington st john,norfolk,52.70,0.26
terry's green,warwickshire,52.35,-1.85
terwick common,west sussex,51.00,-0.84
test,hampshire,51.14,-1.45
teston,kent,51.25,0.43
testwood,hampshire,50.92,-1.5
tetbury,gloucestershire,51.63,-2.16
tetbury upton,gloucestershire,51.65,-2.17
tetchill,shropshire,52.88,-2.9
tetchwick,buckinghamshire,51.85,-1.02
tetcott,devon,50.73,-4.36
tetford,lincolnshire,53.24,-0.01
tetney,lincolnshire,53.48,-0.02
tetney lock,lincolnshire,53.49,0.01
tetsworth,oxfordshire,51.71,-1.01
tettenhall,wolverhampton,52.59,-2.17
tettenhall wood,wolverhampton,52.58,-2.19
tetworth,bedfordshire,52.16,-0.23
teversal,nottinghamshire,53.14,-1.28
teversham,cambridgeshire,52.20,0.17
tewin,hertfordshire,51.81,-0.15
tewin wood,hertfordshire,51.82,-0.15
tewitfield,lancashire,54.15,-2.73
tewkesbury,gloucestershire,51.98,-2.16
teynham,kent,51.32,0.79
teynham street,kent,51.33,0.81
thackley,bradford,53.83,-1.74
thackley end,bradford,53.83,-1.74
thackthwaite,cumbria,54.59,-3.33
thakeham,west sussex,50.94,-0.43
thame,buckinghamshire,51.80,-0.91
thame,oxfordshire,51.67,-1.14
thame,oxfordshire,51.74,-1.09
thame,oxfordshire,51.73,-0.98
thames,hounslow,51.47,-0.3
thames,buckinghamshire,51.56,-0.75
thames,surrey,51.41,-0.5
thames,berkshire,51.47,-0.58
thames,wiltshire,51.63,-1.94
thames,oxfordshire,51.78,-1.33
thames,gloucestershire,51.68,-1.7
thames ditton,surrey,51.39,-0.34
thames head,gloucestershire,51.68,-2.03
thamesmead,greenwich,51.50,0.11
thanington,kent,51.26,1.05
tharston,norfolk,52.50,1.21
thatcham,berkshire,51.39,-1.26
thaxted,essex,51.95,0.34
theakston,north yorkshire,54.26,-1.54
the alders,staffordshire,52.63,-1.72
theale,somerset,51.21,-2.77
theale,berkshire,51.43,-1.08
the arms,norfolk,52.54,0.75
the bage,hereford and worcester,52.08,-3.03
the bank,cheshire,53.11,-2.24
the banks,wiltshire,51.51,-1.98
the banks,stockport,53.38,-2.04
the barony,cheshire,53.07,-2.52
the barton,wiltshire,51.51,-1.9
the beck,north yorkshire,53.87,-0.93
the beeches,gloucestershire,51.71,-1.95
the bell,wigan,53.54,-2.69
the bents,staffordshire,52.90,-1.97
theberton,suffolk,52.22,1.55
the black bourn,suffolk,52.30,0.82
the blythe,staffordshire,52.84,-1.94
the bourne,surrey,51.18,-0.79
the bourne,hereford and worcester,52.20,-2.03
the brand,leicestershire,52.71,-1.21
the bratch,staffordshire,52.53,-2.2
the brents,kent,51.31,0.88
the bridge,dorset,50.91,-2.31
the brook,suffolk,52.34,1.05
the brushes,derbyshire,53.27,-1.44
the burf,hereford and worcester,52.30,-2.28
the butts,hampshire,51.13,-0.98
the camp,gloucestershire,51.77,-2.13
the camp,hertfordshire,51.74,-0.32
the cape,warwickshire,52.28,-1.6
the carracks,cornwall,50.20,-5.54
the chart,kent,51.24,0.09
the chuckery,walsall,52.58,-1.97
the city,buckinghamshire,51.65,-0.87
the close,west sussex,50.82,-0.79
the colony,oxfordshire,52.03,-1.5
the common,west sussex,51.06,-0.34
the common,dorset,50.88,-2.31
the common,buckinghamshire,51.97,-0.88
the common,wiltshire,51.55,-1.97
the common,wiltshire,51.37,-2.18
the common,shropshire,52.83,-2.49
the corner,kent,51.14,0.42
the cross hands,leicestershire,52.61,-1.51
theddingworth,leicestershire,52.45,-1.02
theddlethorpe all saints,lincolnshire,53.36,0.19
theddlethorpe st helen,lincolnshire,53.36,0.2
the delves,walsall,52.56,-1.98
the dene,hampshire,51.27,-1.45
the down,kent,51.09,0.38
the downs,surrey,51.10,-0.64
the fall,leeds,53.72,-1.54
the fence,gloucestershire,51.74,-2.66
the flat,gloucestershire,51.83,-2.36
the flourish,derbyshire,52.93,-1.37
the folly,hertfordshire,51.81,-0.31
the fording,hereford and worcester,51.92,-2.51
the forstal,kent,51.11,0.91
the forties,derbyshire,52.76,-1.49
the four alls,shropshire,52.87,-2.47
the fox,wiltshire,51.58,-1.85
the frenches,hampshire,50.99,-1.57
the frythe,hertfordshire,51.81,-0.23
the gibb,wiltshire,51.50,-2.24
the grange,north yorkshire,54.35,-1.12
the green,cambridgeshire,52.27,-0.11
the green,warwickshire,52.22,-1.69
the green,northamptonshire,52.07,-0.84
the green,essex,51.84,0.56
the green,oxfordshire,51.94,-1.31
the green,bedfordshire,51.84,-0.54
the green,cumbria,54.24,-3.27
the green,cumbria,54.17,-2.98
the green,barnsley,53.51,-1.63
the green,norfolk,52.56,1.05
the green,norfolk,52.87,1.07
the grove,hertfordshire,51.67,-0.43
the grove,durham,54.84,-1.86
the gutter,hereford and worcester,52.39,-2.07
the gutter,derbyshire,53.01,-1.46
the hague,derbyshire,53.44,-2.0
the handfords,staffordshire,52.79,-2.19
the harbour,kent,51.20,0.58
the haven,west sussex,51.05,-0.46
the haven,lincolnshire,52.92,0.06
the headland,hartlepool,54.69,-1.19
the heath,suffolk,51.98,1.08
the heath,norfolk,52.74,1.22
the heath,norfolk,52.82,0.86
the heath,norfolk,52.74,1.3
the heath,staffordshire,52.90,-1.88
the hem,shropshire,52.64,-2.41
the hermitage,cambridgeshire,52.34,0.03
the high,essex,51.77,0.08
the highlands,east sussex,50.85,0.45
the hill,cumbria,54.23,-3.27
the hollands,staffordshire,53.12,-2.13
the holt,berkshire,51.49,-0.84
the hook,hereford and worcester,52.05,-2.26
the howe,cumbria,54.28,-2.84
the humbers,shropshire,52.72,-2.46
the hyde,hereford and worcester,52.05,-2.24
the hythe,essex,51.87,0.91
the knapp,hereford and worcester,52.18,-2.51
the knowle,sandwell,52.48,-2.06
the laches,staffordshire,52.66,-2.11
the lakes,hereford and worcester,52.37,-2.33
the leacon,kent,51.06,0.82
the lee,buckinghamshire,51.72,-0.69
the lees,kent,51.21,0.86
the leigh,gloucestershire,51.93,-2.19
the leys,staffordshire,52.63,-1.7
the ling,norfolk,52.53,1.38
the lings,norfolk,52.61,0.99
the linleys,wiltshire,51.41,-2.18
thelnetham,suffolk,52.36,0.95
the lunt,wolverhampton,52.56,-2.06
thelveton,norfolk,52.38,1.17
thelwall,cheshire,53.37,-2.54
the lyd,gloucestershire,51.72,-2.53
the marsh,suffolk,52.35,1.05
the marsh,suffolk,52.34,1.09
the marsh,cheshire,53.15,-2.24
the marsh,shropshire,52.82,-2.46
the marsh,staffordshire,52.83,-2.23
themelthorpe,norfolk,52.77,1.03
the middles,durham,54.85,-1.68
the mint,hampshire,51.04,-0.88
the model village,warwickshire,52.27,-1.4
the moor,kent,51.03,0.49
the mount,dorset,50.76,-2.73
the mount,berkshire,51.44,-0.96
the mount,hampshire,51.34,-1.38
the mythe,gloucestershire,52.00,-2.16
the naze,essex,51.87,1.28
thenford,northamptonshire,52.06,-1.25
the node,hertfordshire,51.86,-0.24
the nook,shropshire,52.86,-2.65
the nook,shropshire,52.81,-2.49
theobald's green,wiltshire,51.42,-1.97
the park,gloucestershire,51.88,-2.08
the parks,doncaster,53.57,-1.03
the platt,oxfordshire,51.70,-1.14
the pludds,gloucestershire,51.84,-2.56
the point,devon,50.61,-3.42
the port of felixstowe,suffolk,51.94,1.31
the quarry,gloucestershire,51.68,-2.39
the quarry,shropshire,52.70,-2.77
the quarter,kent,51.16,0.68
the quarter,kent,51.05,0.68
the rampings,hereford and worcester,52.00,-2.21
therfield,hertfordshire,52.01,-0.06
the rhydd,hereford and worcester,51.99,-2.78
the ridge,wiltshire,51.41,-2.18
the ridges,berkshire,51.36,-0.85
the ridgeway,hertfordshire,51.71,-0.14
the riding,northumberland,54.98,-2.11
the rise,berkshire,51.39,-0.65
the rock,shropshire,52.67,-2.47
the rocks,kent,51.27,0.43
the rookery,hertfordshire,51.63,-0.41
the rookery,staffordshire,53.09,-2.22
the row,lancashire,54.16,-2.81
the rowe,staffordshire,52.93,-2.26
the ryde,hertfordshire,51.76,-0.21
the sale,staffordshire,52.72,-1.77
the sands,surrey,51.20,-0.74
the scarr,gloucestershire,51.94,-2.4
the shoe,wiltshire,51.46,-2.28
the shruggs,staffordshire,52.86,-2.09
the slade,berkshire,51.41,-1.23
the spa,wiltshire,51.35,-2.13
the spring,warwickshire,52.35,-1.59
the stell,north yorkshire,54.41,-1.53
the stocks,kent,51.01,0.72
the stocks,wiltshire,51.33,-2.11
the straits,hampshire,51.13,-0.88
the straits,dudley,52.52,-2.14
the strand,wiltshire,51.33,-2.13
the swillett,hertfordshire,51.64,-0.52
the sydnall,shropshire,52.86,-2.47
thetford,norfolk,52.41,0.74
thetford,lincolnshire,52.71,-0.35
the thrift,cambridgeshire,52.03,-0.09
the throat,berkshire,51.38,-0.85
thethwaite,cumbria,54.78,-2.98
the toft,staffordshire,52.75,-2.14
the towans,cornwall,50.19,-5.43
the twittocks,gloucestershire,52.03,-2.17
the tynings,gloucestershire,51.86,-2.11
the valley,kent,51.24,0.79
the valley,cheshire,53.09,-2.46
the valley,leicestershire,52.76,-0.94
the village,dudley,52.49,-2.16
the warren,kent,51.16,0.84
the warren,wiltshire,51.38,-1.65
the waterwheel,shropshire,52.61,-2.94
the wells,surrey,51.32,-0.29
the wood,shropshire,52.79,-3.03
the wood,shropshire,52.84,-2.81
the woodlands,leicestershire,52.55,-1.04
the woodlands,suffolk,51.98,1.14
the woodlands,suffolk,52.02,0.98
the woods,sandwell,52.55,-2.0
the wrangle,somerset,51.30,-2.66
the wrythe,sutton,51.37,-0.17
the wyke,shropshire,52.65,-2.4
theydon bois,essex,51.67,0.09
theydon garnon,essex,51.67,0.12
theydon mount,essex,51.67,0.15
thickthorn hall,norfolk,52.59,1.2
thickwood,wiltshire,51.44,-2.26
thimbleby,north yorkshire,54.34,-1.32
thimbleby,lincolnshire,53.20,-0.15
thimble end,birmingham,52.54,-1.8
thinford,durham,54.70,-1.56
thingley,wiltshire,51.42,-2.15
thirkby beck,north yorkshire,54.30,-1.25
thirlby,north yorkshire,54.24,-1.26
thirn,north yorkshire,54.26,-1.67
thirsk,north yorkshire,54.23,-1.35
thistleton,lancashire,53.82,-2.91
thistleton,rutland,52.74,-0.65
thistley green,suffolk,52.35,0.45
thistley green,essex,51.84,0.46
thixendale,north yorkshire,54.03,-0.71
thockrington,northumberland,55.10,-2.07
tholomas drove,cambridgeshire,52.63,0.06
tholthorpe,north yorkshire,54.08,-1.28
thomas close,cumbria,54.75,-2.88
thompson,norfolk,52.52,0.81
thong,kent,51.40,0.39
thoralby,north yorkshire,54.27,-2.0
thoresby,nottinghamshire,53.23,-1.05
thoresthorpe,lincolnshire,53.27,0.17
thoresway,lincolnshire,53.44,-0.25
thorganby,north yorkshire,53.86,-0.95
thorganby,lincolnshire,53.45,-0.19
thorgill,north yorkshire,54.35,-0.92
thorington,suffolk,52.31,1.54
thorington street,suffolk,51.97,0.92
thorlby,north yorkshire,53.96,-2.06
thorley,isle of wight,50.69,-1.47
thorley,hertfordshire,51.85,0.13
thorley houses,hertfordshire,51.85,0.11
thorley street,isle of wight,50.69,-1.47
thorley street,hertfordshire,51.85,0.14
thormanby,north yorkshire,54.15,-1.25
thorn,devon,50.65,-3.86
thornaby-on-tees,stockton-on-tees,54.53,-1.3
thornage,norfolk,52.88,1.04
thornborough,buckinghamshire,51.99,-0.92
thornborough,north yorkshire,54.20,-1.55
thornbury,devon,50.84,-4.27
thornbury,hereford and worcester,52.22,-2.55
thornbury,bradford,53.80,-1.71
thornby,northamptonshire,52.36,-1.03
thornby,cumbria,54.85,-3.1
thorncliffe,staffordshire,53.11,-1.98
thorncombe,dorset,50.82,-2.89
thorncombe street,surrey,51.16,-0.58
thorncote green,bedfordshire,52.10,-0.32
thorncross,isle of wight,50.62,-1.39
thorndon,suffolk,52.27,1.12
thorndon cross,devon,50.71,-4.08
thorne,cornwall,50.80,-4.54
thorne,doncaster,53.60,-0.97
thorne coffin,somerset,50.95,-2.68
thornehillhead,devon,50.92,-4.26
thorne moor,devon,50.67,-4.29
thornend,wiltshire,51.50,-2.04
thorner,leeds,53.85,-1.43
thornes,wakefield,53.66,-1.51
thornes,walsall,52.62,-1.89
thorne st margaret,somerset,50.98,-3.29
thorney,somerset,50.99,-2.82
thorney,buckinghamshire,51.50,-0.5
thorney,nottinghamshire,53.23,-0.72
thorney,cambridgeshire,52.61,-0.11
thorney close,sunderland,54.87,-1.44
thorney green,suffolk,52.20,1.01
thorney hill,hampshire,50.79,-1.71
thorney island,west sussex,50.82,-0.93
thorney toll,cambridgeshire,52.60,-0.02
thorneywood,nottinghamshire,52.96,-1.12
thornfalcon,somerset,51.00,-3.02
thornford,dorset,50.91,-2.57
thorngrafton,northumberland,54.97,-2.34
thorngrove,somerset,51.08,-2.91
thornham,norfolk,52.95,0.57
thornham fold,rochdale,53.57,-2.16
thornham magna,suffolk,52.28,1.07
thornham parva,suffolk,52.30,1.07
thornhaugh,cambridgeshire,52.58,-0.43
thornhill,wiltshire,51.50,-1.9
thornhill,cumbria,54.45,-3.52
thorn hill,rotherham,53.43,-1.36
thornhill,derbyshire,53.34,-1.71
thornhill,stirling,56.16,-4.15
thornicombe,dorset,50.82,-2.18
thornley,durham,54.74,-1.44
thornley,durham,54.72,-1.83
thorns,suffolk,52.16,0.54
thorns,north yorkshire,54.39,-2.18
thornseat,sheffield,53.42,-1.64
thornsett,derbyshire,53.38,-1.98
thorns green,cheshire,53.35,-2.31
thornthwaite,cumbria,54.61,-3.2
thornthwaite,north yorkshire,54.01,-1.74
thornton,buckinghamshire,52.00,-0.9
thornton,stockton-on-tees,54.51,-1.27
thornton,northumberland,55.71,-2.08
thornton,lancashire,53.87,-3.0
thornton,bradford,53.78,-1.84
thornton,sefton,53.49,-3.01
thornton,lincolnshire,53.18,-0.14
thornton,leicestershire,52.65,-1.32
thornton heath,croydon,51.39,-0.11
thornton-in-craven,lancashire,53.92,-2.15
thornton in lonsdale,north yorkshire,54.15,-2.49
thornton-le-beans,north yorkshire,54.30,-1.4
thornton-le-clay,north yorkshire,54.07,-0.96
thornton-le-dale,north yorkshire,54.22,-0.72
thornton-le-moor,north yorkshire,54.28,-1.4
thornton le moor,lincolnshire,53.45,-0.42
thornton-le-moors,cheshire,53.26,-2.84
thornton-le-street,north yorkshire,54.26,-1.37
thornton rust,north yorkshire,54.28,-2.04
thornton steward,north yorkshire,54.27,-1.74
thornton watlass,north yorkshire,54.26,-1.64
thornwood common,essex,51.71,0.12
thoroton,nottinghamshire,52.97,-0.86
thorp,oldham,53.56,-2.13
thorp arch,leeds,53.89,-1.34
thorpe,norfolk,52.52,1.58
thorpe,surrey,51.40,-0.54
thorpe,cumbria,54.62,-2.79
thorpe,north yorkshire,54.04,-1.98
thorpe,lincolnshire,53.31,0.23
thorpe,nottinghamshire,53.03,-0.86
thorpe,derbyshire,53.04,-1.77
thorpe abbotts,norfolk,52.36,1.21
thorpe acre,leicestershire,52.77,-1.24
thorpe arnold,leicestershire,52.77,-0.85
thorpe audlin,wakefield,53.63,-1.29
thorpe bassett,north yorkshire,54.14,-0.68
thorpe bay,essex,51.53,0.75
thorpe by water,rutland,52.55,-0.68
thorpe common,suffolk,51.98,1.29
thorpe constantine,staffordshire,52.66,-1.63
thorpe culvert,lincolnshire,53.11,0.19
thorpe edge,bradford,53.82,-1.72
thorpe end,norfolk,52.64,1.36
thorpe fendykes,lincolnshire,53.11,0.16
thorpe green,suffolk,52.15,0.81
thorpe green,essex,51.86,1.15
thorpe green,surrey,51.40,-0.54
thorpe green,lancashire,53.70,-2.62
thorpe hamlet,norfolk,52.62,1.3
thorpe hesley,rotherham,53.45,-1.44
thorpe in balne,doncaster,53.58,-1.11
thorpe langton,leicestershire,52.52,-0.91
thorpe larches,durham,54.62,-1.41
thorpe latimer,lincolnshire,52.93,-0.31
thorpe lea,surrey,51.42,-0.53
thorpe-le-soken,essex,51.85,1.16
thorpe le vale,lincolnshire,53.39,-0.19
thorpe malsor,northamptonshire,52.40,-0.78
thorpe mandeville,northamptonshire,52.09,-1.22
thorpe market,norfolk,52.86,1.32
thorpe marriott,norfolk,52.68,1.2
thorpe morieux,suffolk,52.14,0.83
thorpeness,suffolk,52.17,1.61
thorpe on the hill,leeds,53.72,-1.53
thorpe on the hill,lincolnshire,53.17,-0.65
thorpe row,norfolk,52.63,0.89
thorpe salvin,rotherham,53.32,-1.22
thorpe satchville,leicestershire,52.69,-0.92
thorpe st andrew,norfolk,52.63,1.33
thorpe st peter,lincolnshire,53.11,0.21
thorpe street,suffolk,52.35,0.96
thorpe thewles,stockton-on-tees,54.60,-1.38
thorpe tilney,lincolnshire,53.09,-0.34
thorpe underwood,northamptonshire,52.42,-0.85
thorpe underwood,north yorkshire,54.02,-1.29
thorpe waterville,northamptonshire,52.41,-0.5
thorpe willoughby,north yorkshire,53.77,-1.13
thorpe wood,north yorkshire,53.78,-1.12
thorpland,norfolk,52.64,0.37
thorrington,essex,51.83,1.03
thorverton,devon,50.80,-3.53
thoulstone,wiltshire,51.23,-2.24
thrandeston,suffolk,52.34,1.09
thrapston,northamptonshire,52.39,-0.54
threapland,cumbria,54.73,-3.32
threapland,north yorkshire,54.03,-2.03
threapwood,staffordshire,52.97,-1.94
three ashes,somerset,51.21,-2.5
three ashes,shropshire,52.39,-2.92
three ashes,hereford and worcester,51.90,-2.71
three ashes,hampshire,51.34,-1.09
three bridges,west sussex,51.11,-0.17
three bridges,lincolnshire,53.36,0.14
three burrows,cornwall,50.27,-5.17
three chimneys,kent,51.11,0.59
three cocked hat,norfolk,52.50,1.55
three cups corner,east sussex,50.95,0.31
three gates,dorset,50.86,-2.52
threehammer common,norfolk,52.71,1.46
three hammers,cornwall,50.65,-4.51
three holes,cambridgeshire,52.57,0.21
three holes cross,cornwall,50.52,-4.8
threekingham,lincolnshire,52.91,-0.39
three leg cross,east sussex,51.05,0.39
three legged cross,dorset,50.84,-1.88
threelows,staffordshire,53.01,-1.89
three maypoles,solihull,52.39,-1.83
three mile cross,berkshire,51.39,-0.98
threemilestone,cornwall,50.25,-5.11
three oaks,east sussex,50.89,0.61
three pools waterways,lancashire,53.68,-2.94
threewaters,cornwall,50.46,-4.77
threlkeld,cumbria,54.61,-3.07
threshers bush,essex,51.76,0.15
threshfield,north yorkshire,54.06,-2.03
thrigby,norfolk,52.65,1.63
thringarth,durham,54.60,-2.1
thringstone,leicestershire,52.74,-1.37
thrintoft,north yorkshire,54.33,-1.5
thriplow,cambridgeshire,52.09,0.08
throapham,rotherham,53.37,-1.2
throckenholt,cambridgeshire,52.66,-0.01
throcking,hertfordshire,51.95,-0.06
throckmorton,hereford and worcester,52.13,-2.03
throop,dorset,50.73,-2.25
throphill,northumberland,55.15,-1.79
thropton,northumberland,55.31,-1.97
throsk,stirling,56.09,-3.85
througham,gloucestershire,51.76,-2.11
throwleigh,devon,50.69,-3.89
throwley,kent,51.25,0.85
throwley forstal,kent,51.25,0.83
throxenby,north yorkshire,54.28,-0.44
thrumpton,nottinghamshire,53.31,-0.95
thrumpton,nottinghamshire,52.87,-1.25
thrunton,northumberland,55.38,-1.87
thrupe,somerset,51.20,-2.57
thrupp,oxfordshire,51.83,-1.3
thrupp,gloucestershire,51.72,-2.2
thrupp,oxfordshire,51.68,-1.58
thruscross,north yorkshire,54.01,-1.77
thruscross reservoir,north yorkshire,54.01,-1.77
thrushel,devon,50.67,-4.21
thrushelton,devon,50.66,-4.2
thrussington,leicestershire,52.72,-1.05
thruxton,hampshire,51.20,-1.58
thruxton,hereford and worcester,52.00,-2.83
thrybergh,rotherham,53.45,-1.3
thulston,derbyshire,52.87,-1.4
thunder hill,norfolk,52.70,1.61
thunder's hill,east sussex,50.89,0.2
thundersley,essex,51.56,0.56
thundridge,hertfordshire,51.83,-0.04
thurcaston,leicestershire,52.68,-1.17
thurcroft,rotherham,53.38,-1.26
thurdon,cornwall,50.87,-4.44
thurgarton,nottinghamshire,53.03,-0.97
thurgarton,norfolk,52.85,1.23
thurgoland,barnsley,53.50,-1.57
thurlaston,warwickshire,52.33,-1.32
